Date,Open,High,Low,Close,Adj Close,Volume
1996-02-01,0.78125,1.015625,0.78125,0.916015,0.626241,20275200
1996-03-01,0.916015,0.984277,0.898437,0.982324,0.671573,8192000
1996-04-01,0.982324,1.318164,0.974609,1.231445,0.841887,37273600
1996-05-01,1.231445,1.375976,1.228515,1.263671,0.868752,32512000
1996-06-01,1.263671,1.408203,1.286132,1.380859,0.949317,30259200
1996-07-01,1.386718,1.396972,1.242187,1.289062,0.886208,15616000
1996-08-01,1.308593,1.375,1.234375,1.308593,0.899636,12851200
1996-09-01,1.330175,1.367187,1.279296,1.288085,0.885536,20889600
1996-10-01,1.279296,1.40625,1.209472,1.327929,0.912929,24166400
1996-11-01,1.327929,1.378906,1.308789,1.357421,0.935241,6809600
1996-12-01,1.347656,1.523437,1.289062,1.503906,1.036166,14336000
1997-01-01,1.542968,1.728515,1.542968,1.628906,1.122289,25600000
1997-02-01,1.615234,2.009765,1.615234,2.003906,1.380658,24217600
1997-03-01,2.263671,2.34375,1.88496,1.997265,1.376082,62566400
1997-04-01,1.855566,,1.855468,2.835156,1.953376,119091200
1997-05-01,2.835156,2.910156,2.691406,2.891601,1.992264,159078400
1997-06-01,2.867187,3.808593,2.867187,,2.505346,136960000
1997-07-01,3.662109,,3.662109,4.021289,2.778561,153395200
1997-08-01,4.238281,5.253906,4.051757,4.966015,3.43133,103244800
1997-09-01,5.011718,6.402343,4.921875,6.326171,4.371146,157747200
1997-10-01,6.191406,6.289062,4.882812,5.257617,3.632816,213785600
1997-11-01,5.254101,5.855468,4.98125,5.412695,3.739969,177382400
1997-12-01,5.449218,5.617187,4.300781,4.847851,3.349682,325708800
1998-01-01,4.86289,,4.199218,4.311523,2.983076,153292800
1998-02-01,4.335937,5.550781,4.101562,5.4625,3.77942,82688000
1998-03-01,5.582031,7.34375,5.3125,7.227148,5.000355,208204800
1998-04-01,7.285156,9.527343,7.196289,8.478515,5.866156,488192000
1998-05-01,8.478515,9.95996,8.398437,9.535156,6.611163,808576000
1998-06-01,9.636718,10.15625,7.304687,8.626171,5.980923,549657600
1998-07-01,8.671875,10.476562,8.394531,10.180468,7.058587,635136000
1998-08-01,10.082031,10.886328,9.629296,10.024414,6.950388,483686400
1998-09-01,9.847656,10.078125,8.949218,,6.842594,363238400
1998-10-01,9.868945,9.868945,8.361328,9.52871,6.606696,492441600
1998-11-01,9.609375,,8.879296,9.103515,6.31189,188800000
1998-12-01,9.082031,12.148437,9.058593,11.59375,8.046797,390398464
1999-01-01,11.640625,19.523046,11.507812,,12.783232,197801216
1999-02-01,18.359375,21.467188,17.265625,20.9375,14.531951,195619840
1999-03-01,24.023438,27.008593,20.3125,22.890625,15.887537,389922048
1999-04-01,22.655859,22.732813,19.148438,20.703514,14.369545,267738752
1999-05-01,20.84375,25.929688,20.148438,25.429688,17.649811,266410624
1999-06-01,25.234375,29.453125,23.554688,28.445313,19.77384,219694208
1999-07-01,28.515625,43.01133,28.446093,,26.306648,333147904
1999-08-01,37.96875,44.842579,37.34375,43.364063,30.144651,214182144
1999-09-01,44.0625,62.187111,42.235935,55.728127,38.739559,208289280
1999-10-01,56.5625,69.335938,53.476563,54.510548,37.893162,302459392
1999-11-01,55.390625,76.351563,51.5625,72.08242,50.128227,325625728
1999-12-01,71.484375,113.493362,70.554688,,78.603867,262868736
2000-01-01,122.070313,131.837891,87.523438,112.839066,78.471581,330849280
2000-02-01,113.28125,168.75,111.71875,137.178131,95.397697,243054656
2000-03-01,142.171875,217.685944,132.984375,140.1586,97.470436,183396416
2000-04-01,132.828125,165.639069,104.234375,126.90078,88.250511,269395904
2000-05-01,126.90078,136.5625,86.328903,109.355469,76.07756,678776128
2000-06-01,108.59375,139.84375,106.765625,129.850006,90.335434,551010496
2000-07-01,131.09375,,99.25,105.644531,73.495918,612711168
2000-08-01,106.875,134.421875,97.743752,130.106247,90.513695,888060096
2000-09-01,130.106247,139.828125,108.984375,,80.018013,861663040
2000-10-01,115.019531,120.703125,95.625,111.452347,77.536346,1036177088
2000-11-01,114.842186,125.560936,111.875,112.252342,78.12072,743764544
2000-12-01,111.71875,125.654686,84.71875,88.970314,61.91787,1070010240
2001-01-01,89.140625,,85.682816,,73.864609,1269022208
2001-02-01,105.640625,,86.504684,,67.871933,753475072
2001-03-01,97.65625,,58.830467,,44.406857,798417984
2001-04-01,63.46875,,42.204685,57.953125,40.331802,675857280
2001-05-01,57.953125,67.621872,56.353127,,41.104046,680465536
2001-06-01,59.140625,62.421875,49.036716,58.572655,40.846344,811776064
2001-07-01,59.53125,62.339062,50,58.638283,40.892105,871447744
2001-08-01,58.984375,61.78125,53.125,55.291405,38.558121,550113728
2001-09-01,55.625,55.823437,33.049217,36.985157,25.792028,968941696
2001-10-01,37.484375,48.4375,33.71172,45.567966,31.777369,971175744
2001-11-01,45.552341,65.462502,43.78125,60.825783,42.523708,839639488
2001-12-01,58.317966,73.045311,58.317966,63.810158,44.610104,812638784
2002-01-01,64.015625,76.15625,56.765625,60.589062,42.358212,1133263616
2002-02-01,61.737499,62.171875,54.515625,55.207813,38.596146,662799168
2002-03-01,54.84375,,54.609375,58.571877,40.947998,818161408
2002-04-01,59.125,,54.61797,57.563282,40.242878,674009536
2002-05-01,57.563282,,52.379688,52.946877,37.015514,492742592
2002-06-01,53.421875,55.46875,47.692188,51.25703,35.953094,677764800
2002-07-01,51.5625,,46.484375,,33.245483,766989504
2002-08-01,47.8125,56.792187,45.890625,,39.503532,813426752
2002-09-01,56.957813,57.932812,52.03125,,37.33403,804516928
2002-10-01,52.9375,61.046875,52.34375,59.326561,41.613293,1060345280
2002-11-01,59.375,73.010941,59.375,71.222656,50.122684,1131084608
2002-12-01,71.625,75.65625,68.596092,74.582809,52.487373,1160416960
2003-01-01,74.6875,76.120316,65.3125,,47.285152,1193339904
2003-02-01,65.941406,71.010941,63.599216,66.959373,47.122406,805828608
2003-03-01,67.283592,139.649994,56.015625,63.325783,44.565285,883475104
2003-04-01,62.734375,,35.9375,,30.641546,1627504960
2003-05-01,43.540627,,40.171875,41.784374,29.405598,1314485184
2003-06-01,42.96875,,42.1875,,36.201958,1053177792
2003-07-01,51.191406,57.71875,44.78125,56.284374,39.830994,1287298432
2003-08-01,57.03125,62.1875,47.15625,61.341408,43.409737,869363328
2003-09-01,62.5,71.515625,59.375,70.750778,50.068489,1223067840
2003-10-01,70.296875,81.25,57.96875,74.042191,52.397755,851808576
2003-11-01,74.296875,80.432816,69.375,76.967972,54.635529,599855104
2003-12-01,77.5,93.515625,73.4375,,61.720139,561800832
2004-01-01,87.46875,95.3125,78.421875,81.449997,57.817089,616608896
2004-02-01,81.449997,89.21875,75.564064,79.100784,56.149506,683142144
2004-03-01,79.65625,91.015625,74.000778,77.159378,54.7714,715892800
2004-04-01,77.360153,,77.360153,80.408592,57.07785,680943392
2004-05-01,79.235939,85.745316,64.454689,81.264061,57.685101,547096320
2004-06-01,81.274216,88.436722,77.847656,86.314064,62.435589,578348672
2004-07-01,87.1875,97.8125,80.3125,97.09375,70.233124,541310720
2004-08-01,96.875,99.368752,92,98.46875,71.227722,426566512
2004-09-01,98.4375,106.990623,98.125,105.96875,76.65287,418494128
2004-10-01,108.4375,213.75,105,119.146873,86.185326,489279432
2004-11-01,119.25,135.550003,118.4375,,97.437111,363127952
2004-12-01,134.375,134.6875,124.375,130.731247,94.830284,326288960
2005-01-01,132.4375,,117.196877,129.290619,93.785271,444135888
2005-02-01,129.375,,126.25,140.006256,101.558235,284885168
2005-03-01,140,144.6875,133.875,141.074997,102.333488,259221184
2005-04-01,141.243744,151.425003,117.275002,117.925003,85.540855,372810304
2005-05-01,118.5625,141.524994,118.5625,140.653122,102.02742,376732224
2005-06-01,140.9375,282.5,136.875,147.390625,106.914719,320216752
2005-07-01,146.5625,149.996872,132.824997,141.778122,103.141418,337789952
2005-08-01,137.625,148.9375,137.625,148.506256,108.036018,263102768
2005-09-01,150.131256,160.0625,146.568756,157.206253,114.365158,244220704
2005-10-01,157.8125,170.625,150,,114.667488,375626768
2005-11-01,159.381256,172.9375,156.065628,,122.361763,255571680
2005-12-01,168.125,189.6875,166.625,187.303131,136.601425,308280640
2006-01-01,187.9375,,168.756256,180.018753,131.28894,349349376
2006-02-01,180.375,182.8125,171.625,176.809372,128.948303,289276608
2006-03-01,176.1875,192.125,173.3125,186.337494,135.897217,347027264
2006-04-01,187.5,398.674988,186.375,397.168762,289.65799,413907312
2006-05-01,196.228119,206.25,173.209381,181.865631,132.635849,298851584
2006-06-01,184.3125,195.625,153.125,192.434372,142.258102,358703792
2006-07-01,192.8125,224.875,191.396881,,152.984238,297817536
2006-08-01,206.25,227.375,201.25,225.800003,166.923828,180840224
2006-09-01,226.25,234.75,215.012497,231.206253,170.920364,146872576
2006-10-01,231.206253,268.225006,224.375,,193.638641,236378760
2006-11-01,262,283.125,256.943756,272.462494,201.906158,217118416
2006-12-01,273.625,,265.662506,280.225006,207.658569,196428528
2007-01-01,280.225006,,261.893738,280.912506,208.16803,216619064
2007-02-01,281.25,,256.25,259.693756,192.444046,168977872
2007-03-01,260,273.118744,244.887497,252.331253,186.988129,262974928
2007-04-01,250,269.5,238.75,256.356262,189.970825,254290160
2007-05-01,256.356262,261.65625,237.625,,178.174362,265208520
2007-06-01,241.625,254.75,214.375,241.131256,178.688461,224155992
2007-07-01,243,256.25,230.837494,246.975006,183.633148,317586056
2007-08-01,248.5,250.625,217.893753,231.818756,172.364044,260921496
2007-09-01,233.125,243.75,218.5625,236.59375,175.914383,231500776
2007-10-01,236.875,267.743744,223.125,,170.77475,320203080
2007-11-01,233.956253,241.25,189.875,200.3125,149.412506,323717168
2007-12-01,200.3125,229.850006,191.706253,221.237503,165.02037,197150224
2008-01-01,220.824997,,156.875,187.381256,139.76709,296306056
2008-02-01,188.25,,184.03125,193.524994,144.349716,185909224
2008-03-01,192.625,,162.5,179.987503,134.252106,229631776
2008-04-01,180.637497,226.25,176.274994,219.137497,163.453964,364046704
2008-05-01,219.137497,247.25,211.918747,245.350006,183.005829,330548872
2008-06-01,247.5,255.8125,211.875,217.100006,164.275986,283976592
2008-07-01,218,235.625,184.393753,197.931244,149.771317,373938448
2008-08-01,195,218.75,193.125,218.637497,165.439377,234956776
2008-09-01,218.75,225.625,165,174.756256,132.235199,343200792
2008-10-01,178.125,183.375,130,173.618744,131.374451,367986336
2008-11-01,175.137497,180.875,136.25,155.481247,118.53775,272377832
2008-12-01,156.25,162.337494,133.125,139.431244,106.301331,287132912
2009-01-01,139.5,164.875,138.96875,163.331253,124.522507,354866096
2009-02-01,161.5,165.625,139.418747,153.90625,117.336998,231858112
2009-03-01,152.25,174.637497,143.9375,165.487503,126.166451,250423040
2009-04-01,166.393753,189.706253,162.518753,188.65625,143.830124,282823280
2009-05-01,188.65625,238.862503,185.631256,200.637497,152.964539,298808304
2009-06-01,201.918747,258.75,200.125,222.0625,169.298798,280942656
2009-07-01,221.318756,259.875,208.125,258.043762,198.362015,311705712
2009-08-01,258,275.5,241.875,266.393738,204.780762,199950080
2009-09-01,267.493744,302.625,265,288.299988,221.620407,227427920
2009-10-01,291.25,294.075012,267.768738,,211.992203,244473176
2009-11-01,275.774994,307.125,266.262512,,229.648148,150920800
2009-12-01,303.375,,294.375,,251.050858,161725064
2010-01-01,325.137512,,300.600006,309.4375,238.928253,189524376
2010-02-01,305.875,328.75,291.125,,251.132843,147031280
2010-03-01,325.243744,358.75,325.243744,326.993744,252.484146,172847552
2010-04-01,327.524994,353.087494,327.174988,342.268738,264.278534,209649936
2010-05-01,338.5,341.875,313.762512,332.25,256.542633,163183040
2010-06-01,331.875,354.212494,327.0625,348.875,270.983948,144754264
2010-07-01,348.875,363.75,339.5,348.549988,270.731506,161055960
2010-08-01,350,363.350006,333.287506,339.231262,263.493286,119437736
2010-09-01,339.231262,384.875,338.53125,381.3125,296.179352,180386528
2010-10-01,381.375,404.75,368,371.462494,288.528503,197971864
2010-11-01,372.875,388.875,367.53125,381.375,299.201385,138510680
2010-12-01,381.225006,,379,430.34375,337.619049,139217520
2011-01-01,430.5,437.375,385.774994,389.712494,305.742401,182734624
2011-02-01,390.787506,397.225006,370.75,374.637512,293.915619,161744640
2011-03-01,378.75,408.125,363.043762,,317.863495,184176288
2011-04-01,404.387512,414.637512,360,363.28125,285.006226,318369640
2011-05-01,364.881256,369.643738,344.575012,348.206238,273.179443,204913784
2011-06-01,349.25,365.375,331.5625,363.806244,287.47998,162070312
2011-07-01,366.875,377.987488,338.418762,346.987488,274.189728,180884368
2011-08-01,347.512512,352.975006,270.1875,292.868744,231.425095,279192496
2011-09-01,292.868744,321.243744,272.581238,316.631256,250.202179,247455648
2011-10-01,311.25,,301.700012,359.693756,284.230194,264488528
2011-11-01,355,359.262512,320.125,,258.915619,169126392
2011-12-01,334.25,350.5,328.825012,345.956238,274.886475,187372144
2012-01-01,344.899994,361.862488,319.03125,343.25,272.736145,244137104
2012-02-01,342.462494,374.25,336.956238,360.431244,286.387848,163916920
2012-03-01,356.443756,364.375,345.975006,358.287506,284.684509,160554256
2012-04-01,358,361.09375,274.787506,307.762512,244.538864,367429928
2012-05-01,307.762512,319,286.506256,303.668762,241.286148,189043016
2012-06-01,301.875,318.043762,293.125,,250.282806,143331008
2012-07-01,312.875,,262.65625,278.368744,222.12941,250890144
2012-08-01,276.875,310.375,273.137512,295.206238,235.565216,133130232
2012-09-01,295.75,331.25,291.524994,316.868744,252.851212,148771520
2012-10-01,318.912506,327.524994,257.568756,295.375,235.69986,220086808
2012-11-01,295.25,310,284.850006,304.606262,244.614304,121476560
2012-12-01,304.625,306.625,280.625,289.837494,232.75415,167080416
2013-01-01,290.950012,354.618744,287.9375,348.6875,280.013672,335245504
2013-02-01,348.887512,371.174988,342.71875,363.375,291.808533,145773304
2013-03-01,364.25,376.225006,353.443756,361.168762,290.036774,160210560
2013-04-01,363.84375,,273.25,279.431244,224.3974,348731168
2013-05-01,279.431244,,279.431244,301.462494,242.0896,146683392
2013-06-01,315.625,,292.84375,312.356262,253.750305,156927712
2013-07-01,308.625,,299.075012,371.206238,301.558563,223298936
2013-08-01,373.5,391.25,365.262512,388.231262,315.389221,191488320
2013-09-01,384.637512,398.5,372.512512,376.625,305.960632,189433792
2013-10-01,378.75,422.212494,375.375,413.737488,336.109772,234672984
2013-11-01,412.5,431,404.125,419.318756,342.68689,117831176
2013-12-01,419,446.875,414.774994,435.706238,356.079468,166006952
2014-01-01,436.5,474.875,427.231262,462.637512,378.088959,257814512
2014-02-01,460.625,479.643738,442.625,478.106262,390.730804,121785872
2014-03-01,478.125,481.243744,401.993744,410.350006,335.357117,209915528
2014-04-01,410.381256,423.5,392.799988,397.600006,324.937347,172320976
2014-05-01,397.600006,417.5,360,367.424988,300.276886,223829024
2014-06-01,370.0625,417.424988,368.75,406.943756,337.141937,214963000
2014-07-01,405.625,429,398.225006,,348.750916,170486704
2014-08-01,418.75,456.25,416.25,449.850006,372.688538,138003312
2014-09-01,451.256256,,444.443756,468.46875,388.113739,171309176
2014-10-01,465.25,,446.587494,506.40625,419.543915,234350104
2014-11-01,509.612488,549.75,504.056244,544.981262,454.985809,153560632
2014-12-01,548.375,550.275024,474.075012,493.137512,411.703308,411091656
2015-01-01,492.237488,556.25,478.262512,535.474976,447.049377,232487756
2015-02-01,535.375,584,525.5,566.4375,472.898865,134577268
2015-03-01,575.75,578.474976,533,554.587524,463.005798,141997388
2015-04-01,549.724976,561.25,483.075012,485.5625,405.379181,218636380
2015-05-01,485.5625,515.474976,477,505.787506,422.264343,164070368
2015-06-01,508.200012,516,484,492.174988,410.899689,139774544
2015-07-01,494.5,574.5,466.325012,538.525024,456.412903,177091334
2015-08-01,539,593.099976,522.25,547.200012,463.765198,175816384
2015-09-01,545,,526.150024,580.974976,492.390228,165212106
2015-10-01,584.950012,609.900024,542.599976,567.724976,481.160583,178869960
2015-11-01,565,578.799988,505.625,543.950012,465.250488,111847740
2015-12-01,544,555,511.274994,552.700012,472.734467,116644966
2016-01-01,550,585,515.424988,582.450012,498.180298,156537572
2016-02-01,585,597.474976,533.5,542.025024,463.604034,107695046
2016-03-01,547.400024,618.5,547.400024,609.150024,521.017273,157601064
2016-04-01,608,633.950012,575.549988,604.049988,516.655029,130358762
2016-05-01,605,636,585.325012,,533.996582,110289612
2016-06-01,623.025024,639.650024,577.549988,585.400024,500.7034,134138100
2016-07-01,590,598.025024,526,536.924988,464.58905,206636530
2016-08-01,535.75,547.5,504.549988,517.924988,448.148773,156232044
2016-09-01,519,534.450012,512,518.025024,448.235382,118830420
2016-10-01,517.75,541.349976,496.575012,498.75,431.557129,119388948
2016-11-01,503.399994,503.399994,450.5,487.774994,426.58725,166172762
2016-12-01,488,511,479,,441.913879,124829654
2017-01-01,505.549988,,450.575012,,406.057007,229338128
2017-02-01,460.549988,,452.575012,506.200012,442.700958,165933242
2017-03-01,506,522,499.5,,447.008148,135683968
2017-04-01,516.075012,516.224976,455.100006,459.475006,401.83725,141615584
2017-05-01,459.475006,500,457.549988,488.524994,427.243195,122586584
2017-06-01,484.649994,494.450012,460.5,467.774994,409.096069,157335112
2017-07-01,470.549988,510.850006,466.524994,505.600006,448.953857,168735660
2017-08-01,505.5,514.625,430,457.475006,406.220703,582373864
2017-09-01,457.975006,462.950012,436.825012,449.950012,399.538727,212424430
2017-10-01,449.950012,478.850006,448.575012,460.924988,409.284088,183699102
2017-11-01,462.5,509.649994,458.475006,488.049988,439.420807,170098888
2017-12-01,489.700012,524.400024,478.524994,521.025024,469.110168,161246954
2018-01-01,518.849976,610.525024,503,575.125,517.819702,264683322
2018-02-01,571.099976,,545.099976,586.299988,527.881165,181417514
2018-03-01,584.799988,,563.125,565.900024,509.513824,150685258
2018-04-01,570.5,,551,599.75,539.991028,238890178
2018-05-01,599.75,,577.5,,554.53186,152659266
2018-06-01,615.200012,657.5,606,653.599976,588.475403,148892806
2018-07-01,657,696.900024,634.049988,682.549988,619.399719,222750566
2018-08-01,681.900024,727.150024,673.75,720.549988,653.88385,153220648
2018-09-01,724.5,748.5,692,730.049988,662.504883,151520717
2018-10-01,737.5,754.900024,629.900024,686.400024,622.893494,186538368
2018-11-01,689.700012,689.700012,599.849976,667.450012,612.292786,169740064
2018-12-01,673.150024,713.700012,637.349976,658.950012,604.495178,154714992
2019-01-01,660.950012,,651,749.549988,687.608032,212509846
2019-02-01,751.349976,772.25,721.299988,734.299988,677.321228,119007692
2019-03-01,735.5,747.950012,705.349976,743.849976,686.13031,162357177
2019-04-01,742,773,712.599976,,693.048218,171634154
2019-05-01,751.349976,751.349976,697.450012,737.75,680.50354,195603027
2019-06-01,729.799988,759,728.150024,732,675.199768,124691033
2019-07-01,735,804,706.5,793.650024,742.407288,177830373
2019-08-01,786.450012,817.349976,760.150024,814.900024,762.285217,150021483
2019-09-01,814.900024,,741.900024,805.650024,753.632568,162140933
2019-10-01,807,,615.099976,685.599976,641.333557,383038274
2019-11-01,690,732.5,678.150024,696.349976,666.533325,222300056
2019-12-01,703.099976,737.950012,688.549988,731.150024,699.843262,141177094
2020-01-01,735,792.799988,708.299988,775.950012,742.724976,189277362
2020-02-01,775.099976,811.599976,722.049988,731.700012,700.36969,112890806
2020-03-01,737,773.549988,509.25,641.5,614.031921,305156542
2020-04-01,634.349976,720,582.150024,,684.863403,203538623
2020-05-01,715.5,715.5,646.700012,691,661.412354,180604556
2020-06-01,698.75,751.599976,675.5,735.950012,714.026733,240810488
2020-07-01,737.25,986.450012,729.75,966,937.223755,397100277
2020-08-01,960,,914.599976,928.599976,900.937805,155088967
2020-09-01,926.25,1037,912.099976,1008.25,978.215149,232397098
2020-10-01,1020.599976,1186,1011.75,1060.599976,1029.005615,284991815
2020-11-01,1065,1154.900024,1051.099976,1100,1078.696777,208543153
2020-12-01,1105.050049,1258.849976,1105.050049,1255.800049,1231.479492,205793830
2021-01-01,1257.900024,1392.800049,1231,1239.050049,1215.053833,206714641
2021-02-01,1250.550049,1332,1241,1253.300049,1229.027954,135880762
2021-03-01,1263.300049,1406,1259,,1341.555664,170796692
2021-04-01,1380,1477.550049,1320,1354.349976,1328.12085,174375276
2021-05-01,1340.800049,1416.25,1311.300049,1393.75,1366.757935,110635877
2021-06-01,1400,1591,1365,1580.800049,1566.913452,147298100
2021-07-01,1576.849976,1623.400024,1533.75,1610.5,1596.352539,109513508
2021-08-01,1627.449951,,1619.199951,1706.449951,1691.459595,132748512
2021-09-01,1709.5,1788,1655,1675.199951,1660.484131,113957923
2021-10-01,1665.099976,1848,1661.050049,1667.75,1653.099609,144440594
2021-11-01,1677.5,1808.949951,1669.150024,1712.650024,1712.650024,104526424
2021-12-01,1715,1909.800049,1691.5,1887.75,1887.75,109472023
2022-01-01,1887.75,1953.900024,1665,1736.199951,1736.199951,141619689
2022-02-01,1766.099976,1792.800049,1665,,1715.599976,128928283
2022-03-01,1715.599976,1923.300049,1681,,1906.849976,154420688
2022-04-01,1886.849976,1910.300049,1550,1567.550049,1567.550049,170696670
